url,twitterUrl,id,text,retweetCount,replyCount,likeCount,quoteCount,createdAt,bookmarkCount,isRetweet,isQuote
https://x.com/cigarattegx/status/1700290836192243926,https://twitter.com/cigarattegx/status/1700290836192243926,1700290836192243926,@mirnavssu Tabi çingene seni jdjfjdjffn,0,1,0,0,Fri Sep 08 23:31:39 +0000 2023,0,false,false
https://x.com/mockingjay11j/status/1700288069369237917,https://twitter.com/mockingjay11j/status/1700288069369237917,1700288069369237917,@quitlvy Bu kadın şarkıları güzel ama çingene tam,0,1,0,0,Fri Sep 08 23:20:40 +0000 2023,0,false,false
https://x.com/errennaikis/status/1700280219523772734,https://twitter.com/errennaikis/status/1700280219523772734,1700280219523772734,@ifkoparan Çingene falan koysalardı bari daha viking dururdu,0,0,0,0,Fri Sep 08 22:49:28 +0000 2023,0,false,false
https://x.com/anevalg21/status/1700276642596237474,https://twitter.com/anevalg21/status/1700276642596237474,1700276642596237474,@YolsuzPlunkitt Çingene mahallesinden 11 roman getireyim bu ermenileri elek ederiz,0,0,0,0,Fri Sep 08 22:35:15 +0000 2023,0,false,false
https://x.com/Kardelen1047555/status/1700275981884309638,https://twitter.com/Kardelen1047555/status/1700275981884309638,1700275981884309638,@no0negood @cakaloglucakal Bu bir çingene kavgasıdır,0,0,0,0,Fri Sep 08 22:32:38 +0000 2023,0,false,false
https://x.com/HseyinDural13/status/1700275333570703592,https://twitter.com/HseyinDural13/status/1700275333570703592,1700275333570703592,"@mertovic77777 @stan1m1r @stats_feed bulgar ismi bile Türk...ama Türklerden cok gypsler ile kaynastilar, ve ilginc bir Türk-Cingene-Slav melez irki olustu zaman ile",0,1,1,0,Fri Sep 08 22:30:03 +0000 2023,0,false,false
https://x.com/ddilekerturk/status/1700265442454221265,https://twitter.com/ddilekerturk/status/1700265442454221265,1700265442454221265,"Bakın doğum günüm diye habersiz gelmeyin , evde çingene gibi dolaşıyorum , bu halim size sürpriz olur ",0,0,3,0,Fri Sep 08 21:50:45 +0000 2023,0,false,false
https://x.com/godtripbadtrip/status/1700265075897225600,https://twitter.com/godtripbadtrip/status/1700265075897225600,1700265075897225600,@evliyahoca helaaaaal çingene celal :D,0,0,0,0,Fri Sep 08 21:49:18 +0000 2023,0,false,false
https://x.com/cingene_sever/status/1700262472052343156,https://twitter.com/cingene_sever/status/1700262472052343156,1700262472052343156,@busraburrirse Ermenistan olmasa güzel dalga geçirilirdi,0,0,0,0,Fri Sep 08 21:38:57 +0000 2023,0,false,false
https://x.com/cingene_sever/status/1700261855053361426,https://twitter.com/cingene_sever/status/1700261855053361426,1700261855053361426,@evrimkeklik_ djjdjdkkddkkdkkdkddjdk çok doğru,0,0,5,0,Fri Sep 08 21:36:30 +0000 2023,0,false,false
https://x.com/UGGIE91/status/1700256283243487617,https://twitter.com/UGGIE91/status/1700256283243487617,1700256283243487617,bu geceye baska bir not düselim.... bir mili takimin belli bir stadi olur ! cingene gibi il il stadyumlarda tur attiyoruz. Oyuncular her defa baska bir zemine baska tribune alismasi lazim. Bunlar detay ama bence çok önemli,0,0,0,0,Fri Sep 08 21:14:21 +0000 2023,0,false,false
https://x.com/mainborz/status/1700247751303602248,https://twitter.com/mainborz/status/1700247751303602248,1700247751303602248,@cr7orcun Tam çingene. En büyük Ronaldo haterı,0,0,1,0,Fri Sep 08 20:40:27 +0000 2023,0,false,false
https://x.com/sevsinlerartik/status/1700246899389870130,https://twitter.com/sevsinlerartik/status/1700246899389870130,1700246899389870130,Hissediyorum önceki hayatımda elinde gül trafikte sürücüleri darlayan çingene çiçekçi kızdım,0,1,7,0,Fri Sep 08 20:37:04 +0000 2023,0,false,false
https://x.com/corbestiae/status/1700246616735613233,https://twitter.com/corbestiae/status/1700246616735613233,1700246616735613233,@rhysmyhusband kanka çingene gibi sjdksjfksjfkskfls,0,1,0,0,Fri Sep 08 20:35:57 +0000 2023,0,false,false
https://x.com/AbdulhamidDenge/status/1700245049194299562,https://twitter.com/AbdulhamidDenge/status/1700245049194299562,1700245049194299562,"@barondetott2 Çingene Talat değil mi bu la?
dsadsadsadsa",2,0,2,1,Fri Sep 08 20:29:43 +0000 2023,0,false,false
https://x.com/dindiniddin/status/1700243551072694761,https://twitter.com/dindiniddin/status/1700243551072694761,1700243551072694761,@lflofss Çingene amk,0,0,0,0,Fri Sep 08 20:23:46 +0000 2023,0,false,false
https://x.com/pavlemiel/status/1700241468718223807,https://twitter.com/pavlemiel/status/1700241468718223807,1700241468718223807,Bütün arkadaşlarım çok spor giyindiği için aralarında allı güllü çingene gibi görünmeyeceğim bir kombin yapmaya çalışıyorum,0,0,1,0,Fri Sep 08 20:15:29 +0000 2023,0,false,false
https://x.com/CemoSkywalker/status/1700236944351900121,https://twitter.com/CemoSkywalker/status/1700236944351900121,1700236944351900121,@ekowontmiss Çingene,0,0,0,0,Fri Sep 08 19:57:31 +0000 2023,0,false,false
https://x.com/layda2121/status/1700234957245886716,https://twitter.com/layda2121/status/1700234957245886716,1700234957245886716,@Benimmasalim0 Çingene köylü fanlari cilveyle karşılaşıyor mesude yok tabi gurursuzlukten öte birsey yapamadi tabi faviniz,0,1,1,0,Fri Sep 08 19:49:37 +0000 2023,0,false,false
https://x.com/dinlerseneger/status/1700234225004241016,https://twitter.com/dinlerseneger/status/1700234225004241016,1700234225004241016,"içimde bir çingene yaşıyor ve ben ona bayılıyorum.

https://t.co/Dh4qjvDlPa",0,2,2,0,Fri Sep 08 19:46:42 +0000 2023,0,false,false
https://x.com/masumeee0/status/1700254795674874137,https://twitter.com/masumeee0/status/1700254795674874137,1700254795674874137,@nurakkkus şopar,0,0,0,0,Fri Sep 08 21:08:27 +0000 2023,0,false,false
https://x.com/BorsaVole/status/1700241599714804202,https://twitter.com/BorsaVole/status/1700241599714804202,1700241599714804202,"AKP olduğu sürece futbol takımı iflah olmaz.
Ellerini atamdıkları kadınlarımız dünyada 1 numara.
Özel uçakla şopar futbolcular sahasında Ermenistan yenemiyor @alpayozalan35",0,0,3,0,Fri Sep 08 20:16:00 +0000 2023,0,false,false
https://x.com/Leon35337223/status/1700218452101767237,https://twitter.com/Leon35337223/status/1700218452101767237,1700218452101767237,@ConflictTR Şopar,0,0,0,0,Fri Sep 08 18:44:02 +0000 2023,0,false,false
https://x.com/byefendi45/status/1700212233240797418,https://twitter.com/byefendi45/status/1700212233240797418,1700212233240797418,@odatv Çocuk da şopar gibi hiç zengin çocuğuna benzemiyor,1,0,1,0,Fri Sep 08 18:19:19 +0000 2023,0,false,false
https://x.com/Bnyaminzgle2/status/1700173742016495995,https://twitter.com/Bnyaminzgle2/status/1700173742016495995,1700173742016495995,"Maliye bakanı
Türkiye sopar
kulüplerinin transfer
harcamalarini takıp
ediyorum vergilerini
tam alınıyor mu
yoksa bazı kulüplere
giyakmi geçiliyor
bakınız Bir askeri
ucuretlinin vergisi
hemen aliniyor ama
baz kulüplere giyak yapılıyor
Yapmayın lütfen https://t.co/TeqpyMt8E4",0,0,1,0,Fri Sep 08 15:46:22 +0000 2023,0,false,false
https://x.com/erdalup/status/1700129026281509246,https://twitter.com/erdalup/status/1700129026281509246,1700129026281509246,@EuropaLeague @Galatasaray helal lapsekili şopar amet,0,0,0,0,Fri Sep 08 12:48:41 +0000 2023,0,false,false
